"","Date","State","Income","Expenses"
"3873",1999-09-01,"CO",24947.5308443618,-1077.79497988351
"3874",1999-12-19,"WY",25108.4491245721,-987.474819074335
"3875",1999-10-10,"FL",24927.7374444911,-1021.135323777
"3876",1999-02-19,"WA",24984.8675911414,-795.432422820668
"3877",1999-07-25,"KY",25074.8879162498,-1266.44787337779
"3878",1999-05-25,"ME",24875.2445797676,-1065.08115250001
"3879",1999-12-27,"HI",25034.615830552,-897.893267755398
"3880",1999-04-29,"VT",24856.0532151246,-1178.31842174422
"3881",1999-03-25,"OH",25122.1516066891,-919.192769244501
"3882",1999-08-09,"NV",25035.5220627588,-1159.0496745044
"3883",1999-02-03,"NV",24860.7446687269,-987.801623587132
"3884",1999-10-15,"LA",24950.5904997632,-953.512926613669
"3885",1999-04-05,"IA",25095.3345280799,-1136.11843916098
"3886",1999-05-12,"NV",24894.439179854,-1076.45817647976
"3887",1999-08-04,"HI",25002.7069318783,-938.463530696543
"3888",1999-09-03,"WV",25223.06343383,-935.968794621801
"3889",1999-01-21,"ME",24892.8082786601,-996.822495898155
"3890",1999-04-27,"MA",24946.5730897179,-999.825812627622
"3891",1999-10-14,"HI",25122.6926746167,-880.990901877607
"3892",1999-09-26,"RI",24917.1912130473,-857.433172151056
"3893",1999-12-27,"IN",25015.437826329,-937.30882797321
"3894",1999-04-08,"GA",25020.3235285632,-1063.14248632135
"3895",1999-06-13,"MD",25019.8270790241,-1078.19395395615
"3896",1999-12-11,"OK",24881.6595628577,-1083.64193164599
"3897",1999-02-17,"AR",25165.1121080554,-899.782148529104
"3898",1999-05-27,"WI",25007.5659739897,-1016.79988379389
"3899",1999-09-02,"ID",24914.3078325862,-1116.26324689969
"3900",1999-01-17,"IA",25004.3785575569,-989.48225652286
"3901",1999-12-31,"ND",25018.4694381005,-1074.45389525589
"3902",1999-02-21,"VA",25013.2062469803,-1078.1213519834
"3903",1999-01-15,"OK",25025.0278366558,-939.747677649916
"3904",1999-11-11,"WY",25114.6448971326,-1026.33294279842
"3905",1999-04-03,"NM",25061.2176938586,-914.654777600345
"3906",1999-07-10,"DE",25029.502813305,-1208.83031034575
"3907",1999-12-25,"AR",25020.8602033686,-1049.2145063303
"3908",1999-12-12,"GA",25031.184296501,-930.513559774936
"3909",1999-07-13,"IN",25081.9679140593,-1005.99068564039
"3910",1999-03-03,"DE",24920.0500888603,-999.037576091477
"3911",1999-05-26,"MO",24942.5472166867,-918.175137736133
"3912",1999-06-21,"FL",24959.0246541234,-1120.47491479213
"3913",1999-04-15,"NE",24986.2952680624,-997.237105332463
"3914",1999-05-30,"CT",24943.5208908241,-1249.89646765151
"3915",1999-01-14,"TX",25174.3763517428,-975.45239099475
"3916",1999-09-19,"OH",24900.2364712676,-1138.25391376222
"3917",1999-08-24,"UT",24960.8188659851,-1086.86115789694
"3918",1999-09-24,"MD",25160.1370840946,-1102.25129076148
"3919",1999-08-13,"AZ",24894.5365113608,-1100.41047258959
"3920",1999-07-14,"AZ",25036.7536141734,-1086.7482305297
"3921",1999-08-21,"RI",24951.2437151127,-1120.42158664056
"3922",1999-11-10,"NJ",24887.7053219071,-983.690385329984
"3923",1999-01-02,"OK",25013.4423630877,-960.459394522483
"3924",1999-07-08,"GA",25148.0477547825,-989.991074813149
"3925",1999-11-04,"NM",24868.6097705803,-1085.83649711683
"3926",1999-08-09,"NM",24905.895369402,-1021.83056306258
"3927",1999-01-19,"WA",24783.0208902961,-946.701991819553
"3928",1999-02-28,"WI",25035.7891927801,-1111.13776644021
"3929",1999-05-07,"NH",24821.3646886913,-886.959896583898
"3930",1999-05-31,"AL",24978.9335766971,-1080.40345407434
"3931",1999-05-21,"MT",25066.9699525922,-955.289858811496
"3932",1999-11-03,"WI",25008.9584239072,-1092.81724634086
"3933",1999-09-19,"TX",24915.8104359683,-1081.64644434646
"3934",1999-05-23,"SC",25121.0312914619,-1104.14198451687
"3935",1999-01-08,"FL",25108.0734562702,-912.371031747715
"3936",1999-07-15,"UT",25059.9803072968,-957.909080052453
"3937",1999-02-04,"CA",24824.2380695606,-921.325131526286
"3938",1999-12-30,"TX",24938.3232446357,-776.094938624691
"3939",1999-11-23,"RI",24991.9519664323,-1209.9612817569
"3940",1999-08-07,"SC",24924.3446909419,-909.499816130241
"3941",1999-03-06,"VA",25102.3567639758,-790.774050601572
"3942",1999-01-03,"OR",25138.6899957819,-1154.48536153479
"3943",1999-12-16,"MD",24986.2224163951,-945.870804014783
"3944",1999-05-01,"MS",24950.2500514945,-959.259680073804
"3945",1999-05-29,"OH",24906.9700561373,-895.309184150003
"3946",1999-09-13,"IN",25001.5701289018,-1040.82854324503
"3947",1999-11-09,"WV",25048.7404164878,-1039.98439585359
"3948",1999-07-11,"MD",24953.3462506764,-1026.38129778756
"3949",1999-02-09,"VA",25044.8818887661,-900.066841968274
"3950",1999-03-08,"MD",24966.3663638248,-1058.87644478349
"3951",1999-06-08,"AZ",25042.8195092048,-940.448579118767
"3952",1999-11-29,"KS",24935.9528363906,-979.175423857141
"3953",1999-04-09,"NJ",25068.1224223012,-1023.99116149661
"3954",1999-03-20,"MI",24941.3668769082,-1040.04773708369
"3955",1999-02-16,"MN",25056.4647463456,-901.243199750039
"3956",1999-01-06,"NH",25092.3765165584,-1039.20236304628
"3957",1999-11-09,"AR",24912.8372410347,-1106.79660706357
"3958",1999-07-15,"NM",25122.019126122,-911.233229852043
"3959",1999-08-17,"NH",24921.6391313892,-1137.80085750679
"3960",1999-04-17,"ME",24993.29724132,-1142.46697601587
"3961",1999-04-16,"MS",24965.2221948723,-1043.80131535903
"3962",1999-05-16,"PA",25054.7225874279,-1169.98543254698
"3963",1999-03-23,"NY",25011.3147411507,-1000.07922791219
"3964",1999-03-20,"WI",24951.7341027732,-924.452679566782
"3965",1999-03-24,"VT",24988.907430427,-947.925524211053
"3966",1999-05-14,"HI",24882.6892677456,-925.073545641789
"3967",1999-03-11,"WI",24807.946853509,-1109.21425025095
"3968",1999-08-11,"MD",24818.2072790834,-1064.13709440747
"3969",1999-08-18,"KY",24970.4295375178,-1235.54226405152
"3970",1999-11-12,"ME",25034.2497124408,-923.383990816652
"3971",1999-01-30,"MT",24877.8407135907,-974.075580900802
"3972",1999-06-18,"NM",24992.079027145,-895.916221554673
"3973",1999-04-23,"KY",25147.0316563931,-929.139826457493
"3974",1999-05-05,"KY",24953.7371536817,-935.530836746285
"3975",1999-12-23,"RI",24880.8021581323,-1093.3800524645
"3976",1999-01-12,"ID",25215.0167216943,-1015.17583314213
"3977",1999-04-11,"AR",25098.2557200999,-946.108756465871
"3978",1999-11-20,"ID",24941.3053436026,-966.826583902855
"3979",1999-10-01,"MS",25077.9039736987,-1019.99516838983
"3980",1999-10-01,"MD",24799.2428273305,-1100.31006524716
"3981",1999-06-23,"CA",25059.3878241586,-1011.79122621183
"3982",1999-06-10,"TN",25107.0403777206,-1019.67738961127
"3983",1999-10-22,"ME",25089.4136277438,-1149.7353688987
"3984",1999-12-03,"MI",24878.029942901,-907.813344923025
"3985",1999-12-16,"VA",24979.134877654,-997.034342429256
"3986",1999-03-05,"IN",24929.0249050236,-1113.08799551603
"3987",1999-10-15,"CO",24889.5563624079,-972.338377981721
"3988",1999-04-10,"NY",25220.3394881302,-1072.65195485221
"3989",1999-04-18,"RI",24924.4644314557,-844.465000769291
"3990",1999-06-16,"MI",24972.3953699539,-1139.14808723756
"3991",1999-08-16,"NC",25176.9102931155,-1014.00322087026
"3992",1999-12-26,"AK",25017.2235626868,-894.4892240225
"3993",1999-04-10,"WA",25010.1640866578,-924.606482844401
"3994",1999-11-04,"OR",24890.5830676484,-1031.36431509176
"3995",1999-04-08,"OR",25022.6901361373,-954.501189051719
"3996",1999-10-08,"KS",25117.4330002107,-974.05437054019
"3997",1999-08-11,"MN",25053.1907033652,-839.170025882036
"3998",1999-09-18,"VT",25195.3160553331,-904.710998752028
"3999",1999-04-02,"TN",25017.602426058,-992.239326061146
"4000",1999-07-05,"KY",24907.2444288617,-1073.53324927575
"4001",1999-12-04,"ID",24931.3572106244,-968.249985390639
"4002",1999-08-30,"ID",24953.5560036995,-1012.48268791971
"4003",1999-10-23,"LA",24888.4926803953,-950.139043330206
"4004",1999-09-05,"OR",24989.2371495023,-965.433562581478
"4005",1999-12-24,"OH",25058.234011936,-1051.33253961431
"4006",1999-09-02,"SC",24901.8613289403,-1026.04453479367
"4007",1999-04-28,"SC",25260.5675587258,-1010.65406695537
"4008",1999-04-12,"RI",24916.1895838608,-1087.68923275584
"4009",1999-06-18,"GA",24957.4674485323,-1139.64850802606
"4010",1999-04-27,"MN",24878.1778535831,-973.560548932984
"4011",1999-02-11,"AL",25020.7544759841,-1137.07113124923
"4012",1999-07-18,"CA",25005.0348497963,-1033.03714770058
"4013",1999-05-03,"ID",25074.9024729403,-868.137388079587
"4014",1999-03-18,"NV",25005.33109074,-935.96661422808
"4015",1999-08-17,"OK",25047.7794248907,-1008.96343600428
"4016",1999-11-10,"MS",24991.1690386634,-928.034757010228
"4017",1999-01-18,"VA",24873.0035025454,-1038.99752287903
"4018",1999-07-25,"UT",24800.7351884587,-901.84713234653
"4019",1999-09-27,"CA",25110.3848665681,-806.74261896219
"4020",1999-05-06,"NM",25081.2146754657,-921.781408272062
"4021",1999-07-31,"IN",25079.3954642929,-1008.48908314917
"4022",1999-04-28,"CA",25001.9886187904,-1112.67942045543
"4023",1999-10-30,"ID",24832.6130134971,-1002.05748178725
"4024",1999-01-13,"MO",25001.7799532123,-904.797889837501
"4025",1999-12-02,"NJ",24995.0327837264,-985.906771502243
"4026",1999-06-11,"AL",24929.973548748,-883.553350119315
"4027",1999-12-26,"IN",24931.5081625373,-1041.13733536045
"4028",1999-05-25,"OK",24877.4121274345,-855.582733985184
"4029",1999-08-11,"IL",24953.3820699789,-969.427974931984
"4030",1999-09-27,"FL",25078.5851261928,-1108.50881932969
"4031",1999-03-25,"WA",25112.2755987809,-1030.93239455738
"4032",1999-01-27,"FL",24973.7114276128,-1030.62028167685
"4033",1999-11-11,"MN",24916.320358857,-986.16395978214
"4034",1999-10-28,"AR",24917.1442223918,-1177.0001645505
"4035",1999-09-23,"AR",24946.3160260936,-925.657347746309
"4036",1999-10-28,"IN",24948.1821127699,-1135.24115052886
"4037",1999-12-09,"AZ",25063.4656302007,-1108.25304152011
"4038",1999-05-05,"HI",25035.7180203733,-979.067873186874
"4039",1999-01-26,"ME",25115.9772018196,-1117.76328835236
"4040",1999-01-07,"NE",25011.9192283465,-1001.94902423048
"4041",1999-05-07,"SC",24956.4217323295,-804.734005441817
"4042",1999-07-29,"RI",24951.5868989401,-1152.18108859488
"4043",1999-04-20,"VA",25173.1907639258,-934.568521945443
"4044",1999-09-30,"DE",25019.1953629857,-1164.33156876065
"4045",1999-10-13,"SD",25055.7601834277,-1020.93925126082
"4046",1999-05-11,"MN",24930.6398956158,-845.092454299356
"4047",1999-11-08,"FL",25076.8317971327,-982.140376035407
"4048",1999-05-08,"FL",25051.067844027,-941.710158370592
"4049",1999-02-02,"CA",25087.8237183187,-1111.03069277648
"4050",1999-08-04,"CO",24997.8723142841,-1046.19728969688
"4051",1999-11-27,"KY",25038.4293483472,-1025.34986758977
"4052",1999-11-02,"AK",24909.0611809786,-966.056622432634
"4053",1999-10-06,"SD",25036.6807192513,-1055.03019029519
"4054",1999-08-01,"CA",25065.545475127,-988.902800152367
"4055",1999-08-19,"OH",24930.0683509085,-904.584967044199
"4056",1999-09-27,"WY",24909.0869606838,-946.716351930372
"4057",1999-06-27,"AZ",25133.0781300821,-1061.83666063498
"4058",1999-02-16,"ME",25041.7940763257,-901.418863685409
"4059",1999-10-25,"MS",25074.1728603916,-1264.9914767035
"4060",1999-09-02,"GA",24921.4722773223,-1038.63849260339
"4061",1999-11-07,"WA",24979.775114071,-1001.98776681323
"4062",1999-02-11,"WA",24910.9707975974,-1093.03248524574
"4063",1999-11-15,"FL",24896.4275224319,-1347.63413453294
"4064",1999-11-18,"SC",24987.8956135391,-992.624856933948
"4065",1999-01-14,"VA",24861.5806177313,-904.949407701215
"4066",1999-07-24,"MA",25099.1489060902,-1257.693225849
"4067",1999-10-18,"ID",25011.9627372821,-962.776536840241
"4068",1999-08-22,"OH",25061.3712514884,-915.087079188138
"4069",1999-11-01,"SD",25052.5189137022,-1091.31258403216
"4070",1999-03-02,"UT",24939.0961228006,-900.76482182361
"4071",1999-12-26,"IL",25059.5153716635,-908.301194115211
"4072",1999-08-27,"RI",24940.8506629848,-952.409219825046
"4073",1999-07-16,"UT",24921.7664690467,-1102.00913712684
"4074",1999-05-29,"WI",25033.0707924739,-1132.87172353817
"4075",1999-06-05,"NV",24973.6789620547,-1100.0066217876
"4076",1999-04-27,"WY",24842.5071522397,-1013.97528688863
"4077",1999-09-29,"DE",24907.3296948775,-1092.55326029006
"4078",1999-03-25,"SD",24983.668873923,-965.944612707795
"4079",1999-12-25,"WI",25018.6124524222,-998.109347698532
"4080",1999-07-29,"HI",25067.5478553157,-1066.81500658141
"4081",1999-08-26,"WV",25006.96693107,-688.814795998686
"4082",1999-08-26,"OR",25056.2877703633,-1059.92896254331
"4083",1999-12-09,"GA",24981.1311751571,-944.279952843206
"4084",1999-09-14,"MT",24899.3571260572,-953.109631776207
"4085",1999-04-08,"FL",25098.4072854781,-1132.33153465205
"4086",1999-05-12,"AL",25021.7598221258,-828.129391438872
"4087",1999-10-05,"PA",24989.9984674826,-766.42856221348
"4088",1999-06-10,"KY",24897.3870459064,-1028.78460802921
"4089",1999-11-26,"NC",25178.7161216763,-885.819284186214
"4090",1999-08-24,"FL",25001.34802948,-1117.22675525473
"4091",1999-02-11,"IL",25105.5247469564,-1004.85781162885
"4092",1999-04-05,"TN",25031.3372533987,-949.709094945086
"4093",1999-07-09,"NE",24999.2214837951,-951.414156104297
"4094",1999-08-23,"WI",25020.0735081549,-845.479821809211
"4095",1999-03-23,"PA",25123.6872901896,-890.924946140187
"4096",1999-06-11,"IN",25183.7245546348,-1043.33243578743
"4097",1999-03-31,"UT",25102.7904439615,-973.533241196904
"4098",1999-07-04,"NH",25051.3934479725,-976.117291268011
"4099",1999-10-19,"SC",25222.5500674414,-804.45815436334
"4100",1999-06-01,"CO",24990.9716436041,-940.188140915801
"4101",1999-01-11,"RI",25020.9019893871,-1067.59334563142
"4102",1999-11-03,"ID",24965.4227353694,-870.8018800645
"4103",1999-05-07,"VA",24960.8538144412,-1023.7290045824
"4104",1999-03-23,"ME",25017.7671918711,-993.61681267577
"4105",1999-10-14,"AK",25030.6702804839,-880.698203577392
"4106",1999-11-20,"CT",24961.4355328401,-1087.58126396518
"4107",1999-09-03,"SD",25141.5647717443,-1125.40242991079
"4108",1999-02-12,"MN",24830.6345243778,-896.644606040318
"4109",1999-06-01,"WV",25005.2566507537,-990.670090990082
"4110",1999-06-11,"MT",25081.937115327,-1014.54312505173
"4111",1999-07-11,"DE",25139.8783492359,-994.473330424361
"4112",1999-10-03,"NE",25001.1455082505,-1014.3161858958
"4113",1999-09-29,"NH",24964.0857145309,-1078.26757838273
"4114",1999-07-01,"IL",25021.6700620487,-944.345863111869
"4115",1999-12-15,"WI",25019.6334116607,-989.325571044752
"4116",1999-11-10,"CO",24922.3443137701,-1043.80147611729
"4117",1999-10-09,"KY",25012.9789973518,-1051.24855066405
"4118",1999-07-17,"AL",25122.372130313,-1060.14070766686
"4119",1999-03-22,"TX",25211.1914749387,-1010.53869554683
"4120",1999-09-26,"NE",25100.4285590353,-1005.37223247414
"4121",1999-09-01,"WY",25043.0769134738,-997.114703650527
"4122",1999-06-13,"KS",24906.0866877105,-1028.64859565937
"4123",1999-12-13,"WY",25007.9378725343,-1056.24214200826
"4124",1999-06-18,"CT",25252.5828677497,-994.784297131172
"4125",1999-09-24,"AZ",25139.5659174666,-872.588076246074
"4126",1999-11-21,"NH",25079.4068714925,-824.602437443032
"4127",1999-10-17,"AZ",24976.8936159598,-977.663272121633
"4128",1999-01-12,"OK",24844.3715391373,-898.642996285302
"4129",1999-06-25,"VA",24796.8972513126,-995.620378707273
"4130",1999-07-28,"MI",24910.9353695258,-894.994545711082
"4131",1999-09-21,"RI",25070.7634543387,-817.01246399626
"4132",1999-09-04,"GA",24972.4864129444,-939.202345865274
"4133",1999-08-18,"OH",25046.6503586685,-852.157518822991
"4134",1999-03-28,"IN",25115.5961796375,-1027.43567518525
"4135",1999-09-11,"SC",25086.2338305054,-1091.65650773372
"4136",1999-12-06,"IL",25056.4782329732,-974.104080947027
"4137",1999-06-19,"TX",24973.0085027865,-1093.87693953948
"4138",1999-11-27,"OK",25062.7523031406,-948.445140397699
"4139",1999-06-10,"ME",25094.8638182718,-1109.72929583537
"4140",1999-11-21,"NM",24878.3097610301,-1029.29107799802
"4141",1999-03-20,"NJ",24966.3437110111,-868.180994036032
"4142",1999-03-04,"NV",24938.6616011945,-969.51237683825
"4143",1999-05-06,"NH",24835.9582975432,-937.311965186522
"4144",1999-03-15,"OH",24976.1594892504,-1054.2315412811
"4145",1999-04-01,"LA",25271.518294131,-1170.14607337061
"4146",1999-08-11,"GA",24962.8158630197,-998.057783371137
"4147",1999-10-02,"AZ",24918.4791750565,-912.820697131951
"4148",1999-03-18,"WV",25070.1087366325,-819.379956041589
"4149",1999-02-21,"MT",24763.6456944341,-900.880176738173
"4150",1999-06-26,"HI",25128.148480604,-1067.10130072606
"4151",1999-03-02,"OH",24957.7876374597,-1269.41916844477
"4152",1999-08-26,"NJ",24982.9516167596,-952.092279364526
"4153",1999-03-24,"AZ",25054.9272795239,-1072.02957710902
"4154",1999-06-21,"LA",25012.6901828646,-854.788741135811
"4155",1999-11-02,"UT",24948.995562306,-1009.18176720519
"4156",1999-04-13,"IA",25067.9519499221,-1000.31153611316
"4157",1999-06-29,"NC",24997.157720214,-1048.73734586098
"4158",1999-09-15,"NH",25069.475878,-897.745151412411
"4159",1999-11-15,"NH",24961.7859425871,-1042.06612734461
"4160",1999-12-22,"CO",24996.3913322912,-910.833277356926
"4161",1999-09-14,"NE",25069.0009725496,-974.689787164062
"4162",1999-12-01,"VA",25091.192780864,-976.901010123801
"4163",1999-08-24,"IA",25331.4295377298,-930.126662953753
"4164",1999-10-15,"KS",24892.1017031138,-924.820456052752
"4165",1999-03-19,"NM",24947.1458980226,-993.483691150363
"4166",1999-02-17,"KS",25024.4232319939,-1189.28919844828
"4167",1999-04-29,"UT",24928.656617562,-1017.52006422573
"4168",1999-09-03,"AL",25002.6792650769,-924.343001233854
"4169",1999-09-12,"IA",25124.1088538693,-899.685965919656
"4170",1999-09-15,"LA",24929.5596141119,-1186.32789240771
"4171",1999-09-28,"NM",25077.9808656274,-951.904973299869
"4172",1999-10-18,"DE",24935.7867922884,-1080.15148476853
"4173",1999-10-04,"HI",25079.4699786461,-954.257584654984
"4174",1999-08-11,"NE",25068.1683045187,-886.627751272683
"4175",1999-07-24,"ID",24951.5107919273,-1123.79331907693
"4176",1999-07-13,"WA",24964.7256785314,-1058.33250395023
"4177",1999-01-20,"AL",24898.3427554496,-927.539940136321
"4178",1999-05-11,"WV",24982.3964086981,-950.794440349972
"4179",1999-11-06,"CA",25003.5670341912,-835.260864283356
"4180",1999-04-21,"NV",24929.2014407186,-928.085462489392
"4181",1999-08-26,"NM",25001.2827090827,-921.348419131289
"4182",1999-05-19,"IA",24919.3538719633,-1115.92227670902
"4183",1999-09-13,"SC",24970.7188273988,-981.098024794325
"4184",1999-03-05,"ME",24836.0486547722,-948.20663996787
"4185",1999-09-06,"ID",25168.8890459631,-1050.86523838395
"4186",1999-01-06,"MA",24893.3452147775,-1029.05586178748
"4187",1999-10-14,"MS",25126.5597644621,-967.480148146087
"4188",1999-09-28,"NJ",24918.3524111046,-934.890414173599
"4189",1999-06-21,"MD",24985.1869964643,-1077.29533672228
"4190",1999-05-29,"SD",25046.3439845019,-856.84334444364
"4191",1999-08-27,"CT",25040.7058912412,-996.588571180829
"4192",1999-07-07,"NM",24819.4415440455,-883.668902873199
"4193",1999-12-03,"NJ",25099.1634129751,-966.5600780632
"4194",1999-08-16,"IA",25055.4507995799,-1138.91396844505
"4195",1999-12-25,"VT",24813.0217805328,-1028.45372371048
"4196",1999-02-02,"FL",24938.0812596688,-933.554798246708
"4197",1999-02-18,"AR",24943.8154867523,-939.912589432221
"4198",1999-04-24,"FL",25029.4821405312,-987.155030478257
"4199",1999-06-02,"MN",24871.5114472305,-887.66865240396
"4200",1999-05-22,"OR",25005.2783398344,-1089.70406968213
"4201",1999-08-22,"AR",24947.22360515,-958.481842845909
"4202",1999-01-28,"NH",25021.0376323262,-961.720489765608
"4203",1999-10-19,"DE",25014.9237886481,-1032.00295933849
"4204",1999-05-24,"WA",24992.424564905,-1048.96243931057
"4205",1999-05-08,"OK",25031.6593657286,-965.463571186143
"4206",1999-04-02,"AZ",25085.4082352552,-877.864195977311
"4207",1999-09-18,"KS",25156.3539796566,-953.500997929402
"4208",1999-03-25,"NM",25074.1810360667,-955.210945062928
"4209",1999-02-28,"NE",24972.5196364813,-1058.2887001198
"4210",1999-09-10,"CA",24999.8672636146,-847.93356241552
"4211",1999-09-18,"RI",25180.2081374909,-1086.27620084767
"4212",1999-08-28,"WI",24981.8436454415,-1214.24850392303
"4213",1999-12-21,"IL",24957.6139369689,-1020.50242085841
"4214",1999-06-08,"MD",24968.7471253935,-1162.30467170737
"4215",1999-09-05,"MD",24721.50134767,-1008.34750560943
"4216",1999-08-15,"NH",25053.7949123237,-799.741044699505
"4217",1999-06-15,"AR",25098.9550740162,-979.384715048341
"4218",1999-09-24,"FL",25122.2278107719,-862.823904329377
"4219",1999-02-23,"VA",25111.248723835,-1038.358200221
"4220",1999-07-30,"IN",24945.7602623012,-1068.96238182318
"4221",1999-02-01,"MN",24812.8389899093,-1052.52160413356
"4222",1999-02-21,"TX",24969.9621471635,-902.528821499765
"4223",1999-02-24,"HI",25217.2426422145,-1019.70313204216
"4224",1999-05-01,"OH",24813.2591904504,-977.339667496087
"4225",1999-04-21,"LA",24974.9921818662,-958.128786149298
"4226",1999-12-09,"CA",25050.245842887,-968.515451013424
"4227",1999-09-27,"NC",25064.8214032527,-1154.11265241624
"4228",1999-10-12,"WI",24955.445387888,-873.713062437974
"4229",1999-10-25,"IA",25061.1798169578,-972.138904480761
"4230",1999-10-02,"SC",24901.1565957305,-1105.28378527642
"4231",1999-09-06,"OH",24864.4063004002,-1045.47037572936
"4232",1999-04-29,"ND",24861.8007943494,-1020.66648971307
"4233",1999-10-17,"PA",24987.494125897,-986.862854453108
"4234",1999-03-15,"DE",25007.5094753274,-1010.11803660881
"4235",1999-01-30,"MT",25102.641735055,-1156.49024190354
"4236",1999-02-08,"DE",25096.2429024684,-922.407583418503
"4237",1999-01-09,"ND",25003.4339930989,-1167.82288984802
"4238",1999-07-18,"MA",25114.6158179098,-861.410039231576
"4239",1999-06-20,"RI",25116.5987639247,-1140.40802401834
"4240",1999-08-06,"MS",24881.2581484743,-1010.35916301727
"4241",1999-08-04,"WI",25040.5290668618,-977.791058487146
"4242",1999-03-27,"OK",24969.6916537793,-1024.14958208098
"4243",1999-08-10,"AL",24946.0167006617,-878.890755811804
"4244",1999-06-13,"TX",24987.9953409482,-1024.66630520521
"4245",1999-07-12,"WA",24996.1475352916,-1007.25788762548
"4246",1999-04-19,"HI",25087.1268609816,-993.291342762093
"4247",1999-01-30,"CT",25078.4984210884,-865.371345834204
"4248",1999-09-17,"NJ",25010.6459511008,-1128.4416276507
"4249",1999-01-11,"RI",25043.9890152306,-875.504539167577
"4250",1999-02-22,"IN",24884.7643662854,-1040.86851901444
"4251",1999-08-28,"AK",24894.3582361991,-923.372877550639
"4252",1999-07-03,"OK",25269.5876424373,-1044.26379844089
"4253",1999-10-18,"NV",25247.6680862071,-1034.73087847727
"4254",1999-06-15,"IL",25033.0200445496,-902.205592418668
"4255",1999-06-11,"NE",24971.6778437646,-949.074172659936
"4256",1999-05-04,"MT",25037.7524622687,-1076.53850795793
"4257",1999-09-07,"ID",24911.9655754683,-1294.49297555498
"4258",1999-07-01,"LA",25139.2521343158,-1102.52414094418
"4259",1999-08-16,"WY",25179.3378631173,-991.847934102116
"4260",1999-03-27,"NE",24919.6771839295,-1200.47155709003
"4261",1999-03-06,"NM",24941.7656388509,-867.589788657568
"4262",1999-12-29,"CO",24977.3145212417,-999.175473146188
"4263",1999-03-22,"SC",25097.9529409595,-1032.21190471594
"4264",1999-02-28,"AR",25119.1258406461,-975.824539641056
"4265",1999-06-06,"NY",24889.722661551,-1001.57535792186
"4266",1999-07-18,"ME",25228.1003831498,-1105.85715673581
"4267",1999-02-03,"SC",25013.6821203413,-1175.01383923888
"4268",1999-04-18,"SD",25015.2075330199,-1091.34734344428
"4269",1999-07-20,"MA",24975.5631324005,-947.577941093351
"4270",1999-01-20,"MA",24881.9706877257,-1039.79211681439
"4271",1999-06-03,"HI",25038.5680109388,-1114.55760018093
"4272",1999-09-15,"ID",24902.2670479899,-1099.22787793073
"4273",1999-04-17,"OR",24903.7736289109,-1037.24777521615
"4274",1999-12-12,"CA",25038.2044129037,-950.476206467754
"4275",1999-05-13,"VA",24857.6987122525,-862.727025820784
"4276",1999-08-13,"WA",24824.2974557203,-944.524732775663
"4277",1999-09-23,"NH",25091.8379022543,-885.547286631271
"4278",1999-02-20,"IL",25068.1269524383,-996.178791188858
"4279",1999-09-27,"AR",24961.7781946482,-984.822629731218
"4280",1999-02-15,"CO",24865.796713135,-1258.67158770175
"4281",1999-10-07,"FL",24971.3321205172,-1133.15148855507
"4282",1999-11-17,"ID",25084.0052540007,-1027.21855957239
"4283",1999-03-23,"RI",25025.8574455504,-1131.96049016625
"4284",1999-03-17,"FL",25002.330277436,-891.43033187169
"4285",1999-10-04,"MN",24932.7499403615,-996.000332543216
"4286",1999-10-27,"NM",24975.9088255932,-1077.1429639319
"4287",1999-03-21,"KS",25067.6317229586,-922.310234510586
"4288",1999-12-02,"AR",24842.8142379248,-1165.15442724144
"4289",1999-06-18,"IA",25037.4814386788,-1020.24425209737
"4290",1999-06-15,"CT",24985.3020884072,-907.653602346934
"4291",1999-07-03,"LA",25055.7456262269,-1000.79934314791
"4292",1999-03-01,"UT",25208.5016342804,-866.994911542176
"4293",1999-09-08,"KS",24975.2983843653,-975.473436635591
"4294",1999-01-15,"IL",25099.8062368418,-1005.17080271843
"4295",1999-10-25,"WI",24791.968568551,-685.200711639941
"4296",1999-07-05,"LA",24835.7777791076,-929.493502515252
"4297",1999-10-19,"MI",24839.0063541285,-900.292982873689
"4298",1999-03-13,"LA",25053.1123865925,-949.125418134131
"4299",1999-09-13,"DE",25097.6251119715,-1024.21388651738
"4300",1999-10-02,"LA",25074.1267618905,-909.535715516942
"4301",1999-07-13,"TN",24884.8126360737,-1026.65119009298
"4302",1999-09-02,"NV",25029.3841238687,-995.68107471544
"4303",1999-08-22,"CT",24935.2929128455,-1074.11852719893
"4304",1999-01-17,"SC",25050.7947317849,-1053.32600156153
"4305",1999-12-02,"SD",24835.1451766422,-1156.74805757543
"4306",1999-02-24,"MA",25011.6580160494,-805.940562365783
"4307",1999-09-30,"ID",25073.099482418,-1057.53152757289
"4308",1999-01-21,"IA",24904.0928593694,-925.479624712215
"4309",1999-01-18,"MN",25140.5288369116,-1069.10950378639
"4310",1999-05-07,"KY",25130.6229217521,-976.227234223042
"4311",1999-12-30,"IL",25075.68216338,-1166.22852425532
"4312",1999-10-23,"NH",25040.2492467317,-912.095026248062
"4313",1999-10-02,"CT",25217.9048206089,-994.766381581443
"4314",1999-02-06,"WI",24822.6263851449,-1024.57087914081
"4315",1999-11-06,"NC",24870.4707593348,-1154.21408927152
"4316",1999-02-12,"CT",24948.0100780548,-1043.00506936945
"4317",1999-11-13,"TX",25007.7070741712,-1045.31690007348
